净值日期,单位净值,日增长率,累计净值,累计收益率,同类型排名-每日近三月排名,总排名-每日近三月排名,同类型排名-每日近3月收益排名百分比
2017-06-07,1.0,0.0,1.0,0.0,18.0,230,92.17
2017-06-09,1.0,0.0,1.0,-4.21,19.0,232,91.81
2017-06-16,1.001,0.0,1.001,-4.53,12.0,231,94.81
2017-06-23,1.001,0.0,1.001,-2.7,18.0,231,92.21
2017-06-30,1.002,0.0,1.002,-0.48,10.0,231,95.67
2017-07-06,1.002,0.0,1.002,-1.35,13.0,231,94.37
2017-07-07,1.003,0.0998,1.003,-3.1,10.0,233,95.71
2017-07-10,1.006,0.2991,1.006,-3.5,10.0,233,95.71
2017-07-11,1.001,-0.497,1.001,-0.52,8.0,233,96.57
2017-07-12,1.015,1.3986,1.015,-0.2,4.0,233,98.28
2017-07-13,1.012,-0.2956,1.012,-3.58,5.0,235,97.87
2017-07-14,1.019,0.6917,1.019,-3.1,8.0,236,96.61
2017-07-17,1.004,-1.472,1.004,-6.36,6.0,235,97.45
2017-07-18,1.007,0.2988,1.007,-9.22,5.0,235,97.87
2017-07-19,1.019,1.1917,1.019,-7.95,4.0,235,98.3
2017-07-20,1.032,1.2758,1.032,-3.5,5.0,231,97.84
2017-07-21,1.041,0.8721,1.041,-4.21,4.0,233,98.28
2017-07-24,1.021,-1.9212,1.021,-2.94,2.0,239,99.16
2017-07-25,1.018,-0.2938,1.018,-3.62,2.0,239,99.16
2017-07-26,1.019,0.0982,1.019,-2.11,5.0,239,97.91
2017-07-27,1.009,-0.9814,1.009,-0.95,10.0,240,95.83
2017-07-28,1.036,2.6759,1.036,-0.16,7.0,241,97.1
2017-07-31,1.055,1.834,1.055,-0.36,8.0,240,96.67
2017-08-01,1.061,0.5687,1.061,-1.19,14.0,240,94.17
2017-08-02,1.057,-0.377,1.057,-1.59,38.0,241,84.23
2017-08-03,1.05,-0.6623,1.05,-5.69,21.0,241,91.29
2017-08-04,1.016,-3.2381,1.016,-5.21,4.0,243,98.35
2017-08-07,1.032,1.5748,1.032,-1.35,18.0,242,92.56
2017-08-08,1.02,-1.1628,1.02,-1.47,5.0,242,97.93
2017-08-09,1.034,1.3725,1.034,-1.27,12.0,242,95.04
2017-08-10,1.017,-1.6441,1.017,4.61,15.0,242,93.8
2017-08-11,0.987,-2.9499,0.987,3.74,10.0,243,95.88
2017-08-14,1.036,4.9645,1.036,3.34,46.0,242,80.99
2017-08-15,1.045,0.8687,1.045,3.9,31.0,242,87.19
2017-08-16,1.034,-1.0526,1.034,6.04,21.0,245,91.43
2017-08-17,1.041,0.677,1.041,4.89,14.0,245,94.29
2017-08-18,1.018,-2.2094,1.018,5.01,21.0,247,91.5
2017-08-21,1.027,0.8841,1.027,7.08,17.0,246,93.09
2017-08-22,1.04,1.2658,1.04,7.51,25.0,246,89.84
2017-08-23,1.027,-1.25,1.027,9.42,5.0,246,97.97
2017-08-24,1.019,-0.779,1.019,9.78,18.0,246,92.68
2017-08-25,1.038,1.8646,1.038,7.48,17.0,248,93.15
2017-08-28,1.06,2.1195,1.06,9.54,17.0,248,93.15
2017-08-29,1.055,-0.4717,1.055,5.96,61.0,248,75.4
2017-08-30,1.063,0.7583,1.063,6.44,128.0,248,48.39
2017-08-31,1.084,1.9755,1.084,3.82,131.0,248,47.18
2017-09-01,1.105,1.9373,1.105,5.77,146.0,249,41.37
2017-09-04,1.106,0.0905,1.106,9.86,86.0,248,65.32
2017-09-05,1.142,3.255,1.142,10.97,108.0,248,56.45
2017-09-06,1.18,3.3275,1.18,14.83,119.0,248,52.02
2017-09-07,1.165,-1.2712,1.165,14.19,82.0,249,67.07
2017-09-08,1.166,0.0858,1.166,14.08,61.0,250,75.6
2017-09-11,1.226,5.1458,1.226,14.83,134.0,249,46.18
2017-09-12,1.192,-2.7732,1.192,15.75,138.0,249,44.58
2017-09-13,1.211,1.594,1.211,15.27,145.0,249,41.77
2017-09-14,1.199,-0.9909,1.199,15.43,170.0,249,31.73
2017-09-15,1.191,-0.6672,1.191,20.2,190.0,251,24.3
2017-09-18,1.209,1.5113,1.209,25.49,194.0,250,22.4
2017-09-19,1.203,-0.4963,1.203,24.77,230.0,250,8.0
2017-09-20,1.223,1.6625,1.223,23.9,246.0,253,2.77
2017-09-21,1.206,-1.39,1.206,25.09,246.0,253,2.77
2017-09-22,1.189,-1.4096,1.189,28.95,246.0,254,3.15
2017-09-25,1.17,-1.598,1.17,26.64,247.0,253,2.37
2017-09-26,1.178,0.6838,1.178,25.65,238.0,253,5.93
2017-09-27,1.213,2.9711,1.213,26.08,245.0,254,3.54
2017-09-28,1.213,0.0,1.213,30.22,244.0,254,3.94
2017-09-29,1.208,-0.4122,1.208,29.78,252.0,261,3.45
2017-10-09,1.208,0.0,1.208,27.55,254.0,260,2.31
2017-10-10,1.194,-1.1589,1.194,20.6,254.0,260,2.31
2017-10-11,1.176,-1.5075,1.176,22.19,255.0,261,2.3
2017-10-12,1.167,-0.7653,1.167,26.76,254.0,261,2.68
2017-10-13,1.177,0.8569,1.177,27.75,256.0,262,2.29
2017-10-16,1.176,-0.085,1.176,28.07,244.0,257,5.06
2017-10-17,1.166,-0.8503,1.166,30.58,247.0,257,3.89
2017-10-18,1.149,-1.458,1.149,29.46,250.0,261,4.21
2017-10-19,1.156,0.6092,1.156,30.97,253.0,262,3.44
2017-10-20,1.19,2.9412,1.19,32.49,255.0,264,3.41
2017-10-23,1.185,-0.4202,1.185,31.93,256.0,263,2.66
2017-10-24,1.186,0.0844,1.186,34.27,250.0,263,4.94
2017-10-25,1.18,-0.5059,1.18,32.21,247.0,263,6.08
2017-10-26,1.186,0.5085,1.186,32.68,246.0,264,6.82
2017-10-27,1.186,0.0,1.186,37.38,239.0,263,9.13
2017-10-30,1.168,-1.5177,1.168,38.05,241.0,263,8.37
2017-10-31,1.198,2.5685,1.198,44.57,240.0,263,8.75
2017-11-01,1.216,1.5025,1.216,45.37,230.0,263,12.55
2017-11-02,1.221,0.4112,1.221,48.83,230.0,264,12.88
2017-11-03,1.214,-0.5733,1.214,55.11,237.0,263,9.89
2017-11-06,1.214,0.0,1.214,55.43,240.0,263,8.75
2017-11-07,1.211,-0.2471,1.211,48.99,244.0,263,7.22
2017-11-08,1.222,0.9083,1.222,50.78,232.0,263,11.79
2017-11-09,1.216,-0.491,1.216,47.99,238.0,264,9.85
2017-11-10,1.221,0.4112,1.221,45.53,246.0,263,6.46
2017-11-13,1.217,-0.3276,1.217,47.51,240.0,263,8.75
2017-11-14,1.184,-2.7116,1.184,54.59,241.0,263,8.37
2017-11-15,1.138,-3.8851,1.138,55.27,240.0,264,9.09
2017-11-16,1.134,-0.3515,1.134,55.03,239.0,264,9.47
2017-11-17,1.112,-1.94,1.112,53.6,238.0,264,9.85
2017-11-20,1.142,2.6978,1.142,46.12,243.0,264,7.95
2017-11-21,1.143,0.0876,1.143,44.21,246.0,264,6.82
2017-11-22,1.144,0.0875,1.144,52.21,250.0,264,5.3
2017-11-23,1.121,-2.0105,1.121,52.6,252.0,264,4.55
2017-11-24,1.128,0.6244,1.128,55.55,253.0,264,4.17
2017-11-27,1.076,-4.6099,1.076,47.75,250.0,265,5.66
2017-11-28,1.095,1.7658,1.095,55.9,256.0,265,3.4
2017-11-29,1.09,-0.4566,1.09,55.27,262.0,265,1.13
2017-11-30,1.089,-0.0917,1.089,59.28,270.0,272,0.74
2017-12-01,1.095,0.551,1.095,55.79,271.0,272,0.37
2017-12-04,1.088,-0.6393,1.088,53.04,265.0,267,0.75
2017-12-05,1.068,-1.8382,1.068,53.92,264.0,269,1.86
2017-12-06,1.068,0.0,1.068,55.43,259.0,272,4.78
2017-12-07,1.048,-1.8727,1.048,54.75,256.0,272,5.88
2017-12-08,1.066,1.7176,1.066,49.86,264.0,272,2.94
2017-12-11,1.093,2.5328,1.093,49.11,255.0,272,6.25
2017-12-12,1.107,1.2809,1.107,49.42,247.0,273,9.52
2017-12-13,1.103,-0.3613,1.103,53.52,253.0,274,7.66
2017-12-14,1.102,-0.0907,1.102,52.64,250.0,274,8.76
2017-12-15,1.081,-1.9056,1.081,56.58,204.0,278,26.62
2017-12-18,1.064,-1.5726,1.064,58.97,228.0,278,17.99
2017-12-19,1.069,0.4699,1.069,59.76,179.0,278,35.61
2017-12-20,1.069,0.0,1.069,57.42,229.0,278,17.63
2017-12-21,1.083,1.3096,1.083,63.38,204.0,278,26.62
2017-12-22,1.087,0.3693,1.087,66.4,201.0,279,27.96
2017-12-25,1.078,-0.828,1.078,68.31,161.0,279,42.29
2017-12-26,1.079,0.0928,1.079,60.04,161.0,281,42.7
2017-12-27,1.087,0.7414,1.087,62.35,103.0,281,63.35
2017-12-28,1.087,0.0,1.087,57.34,118.0,281,58.01
2017-12-29,1.089,0.184,1.089,58.89,68.0,281,75.8
2017-12-31,1.089,0.0,1.089,64.33,83.0,281,70.46
2018-01-02,1.096,0.6428,1.096,,129.0,281,54.09
2018-01-03,1.132,3.2847,1.132,,111.0,282,60.64
2018-01-04,1.146,1.2367,1.146,,201.0,282,28.72
2018-01-05,1.145,-0.0873,1.145,,122.0,282,56.74
2018-01-08,1.158,1.1354,1.158,,142.0,283,49.82
2018-01-09,1.145,-1.1226,1.145,,135.0,285,52.63
2018-01-10,1.126,-1.6594,1.126,,150.0,285,47.37
2018-01-11,1.138,1.0657,1.138,,141.0,282,50.0
2018-01-12,1.123,-1.3181,1.123,,136.0,282,51.77
2018-01-15,1.079,-3.9181,1.079,,191.0,282,32.27
2018-01-16,1.087,0.7414,1.087,,218.0,283,22.97
2018-01-17,1.068,-1.7479,1.068,,219.0,285,23.16
2018-01-18,1.077,0.8427,1.077,,167.0,285,41.4
2018-01-19,1.08,0.2786,1.08,,205.0,285,28.07
2018-01-22,1.089,0.8333,1.089,,208.0,285,27.02
2018-01-23,1.104,1.3774,1.104,,203.0,285,28.77
2018-01-24,1.107,0.2717,1.107,,156.0,285,45.26
2018-01-25,1.103,-0.3613,1.103,,173.0,285,39.3
2018-01-26,1.104,0.0907,1.104,,154.0,285,45.96
2018-01-29,1.092,-1.087,1.092,,169.0,287,41.11
2018-01-30,1.061,-2.8388,1.061,,173.0,287,39.72
2018-01-31,1.07,0.8483,1.07,,163.0,287,43.21
2018-02-01,1.044,-2.4299,1.044,,129.0,288,55.21
2018-02-02,1.059,1.4368,1.059,,149.0,288,48.26
2018-02-05,1.051,-0.7554,1.051,,191.0,286,33.22
2018-02-06,1.012,-3.7108,1.012,,187.0,286,34.62
2018-02-07,0.974,-3.7549,0.974,,152.0,290,47.59
2018-02-08,0.963,-1.1294,0.963,,159.0,289,44.98
2018-02-09,0.913,-5.1921,0.913,,174.0,289,39.79
2018-02-12,0.937,2.6287,0.937,,92.0,290,68.28
2018-02-13,0.949,1.2807,0.949,,64.0,293,78.16
2018-02-14,0.965,1.686,0.965,,41.0,293,86.01
2018-02-22,0.996,3.2124,0.996,,37.0,293,87.37
2018-02-23,1.006,1.004,1.006,,24.0,295,91.86
2018-02-26,1.024,1.7893,1.024,,21.0,296,92.91
2018-02-27,1.007,-1.6602,1.007,,21.0,296,92.91
2018-02-28,1.032,2.4826,1.032,,24.0,296,91.89
2018-03-01,1.035,0.2907,1.035,,23.0,296,92.23
2018-03-02,1.033,-0.1932,1.033,,24.0,296,91.89
2018-03-05,1.052,1.8393,1.052,,24.0,296,91.89
2018-03-06,1.052,0.0,1.052,,27.0,294,90.82
2018-03-07,1.055,0.2852,1.055,,38.0,296,87.16
2018-03-08,1.042,-1.2322,1.042,,33.0,296,88.85
2018-03-09,1.069,2.5912,1.069,,44.0,296,85.14
2018-03-12,1.115,4.3031,1.115,,65.0,296,78.04
2018-03-13,1.111,-0.3587,1.111,,55.0,296,81.42
2018-03-14,1.108,-0.27,1.108,,98.0,296,66.89
2018-03-15,1.116,0.722,1.116,,109.0,296,63.18
2018-03-16,1.101,-1.3441,1.101,,98.0,296,66.89
2018-03-19,1.107,0.545,1.107,,211.0,297,28.96
2018-03-20,1.104,-0.271,1.104,,206.0,297,30.64
2018-03-21,1.082,-1.9928,1.082,,116.0,297,60.94
2018-03-22,1.084,0.1848,1.084,,120.0,298,59.73
2018-03-23,1.009,-6.9188,1.009,,81.0,298,72.82
2018-03-26,1.045,3.5679,1.045,,89.0,298,70.13
2018-03-27,1.074,2.7751,1.074,,196.0,298,34.23
2018-03-28,1.053,-1.9553,1.053,,222.0,298,25.5
2018-03-29,1.05,-0.2849,1.05,,220.0,300,26.67
2018-03-30,1.066,1.5238,1.066,,252.0,300,16.0
2018-04-02,1.061,-0.469,1.061,,269.0,300,10.33
2018-04-03,1.056,-0.4713,1.056,,249.0,300,17.0
2018-04-04,1.042,-1.3258,1.042,,259.0,302,14.24
2018-04-09,1.038,-0.3839,1.038,,229.0,302,24.17
2018-04-10,1.06,2.1195,1.06,,141.0,303,53.47
2018-04-11,1.061,0.0943,1.061,,156.0,303,48.51
2018-04-12,1.036,-2.3563,1.036,,178.0,303,41.25
2018-04-13,1.034,-0.1931,1.034,,188.0,303,37.95
2018-04-16,1.019,-1.4507,1.019,,149.0,303,50.83
2018-04-17,0.979,-3.9254,0.979,,144.0,303,52.48
2018-04-18,1.0,2.145,1.0,,152.0,307,50.49
2018-04-19,1.007,0.7,1.007,,190.0,309,38.51
2018-04-20,0.989,-1.7875,0.989,,192.0,309,37.86
2018-04-23,0.986,-0.3033,0.986,,191.0,309,38.19
2018-04-24,1.022,3.6511,1.022,,193.0,309,37.54
2018-04-25,1.014,-0.7828,1.014,,189.0,309,38.83
2018-04-26,0.983,-3.0572,0.983,,120.0,309,61.17
2018-04-27,0.989,0.6104,0.989,,105.0,309,66.02
2018-05-02,0.992,0.3033,0.992,,109.0,309,64.72
2018-05-03,0.997,0.504,0.997,,119.0,309,61.49
2018-05-04,0.99,-0.7021,0.99,,55.0,309,82.2
2018-05-07,1.034,4.4444,1.034,,95.0,310,69.35
2018-05-08,1.043,0.8704,1.043,,96.0,310,69.03
2018-05-09,1.044,0.0959,1.044,,77.0,310,75.16
2018-05-10,1.053,0.8621,1.053,,41.0,312,86.86
2018-05-11,1.088,3.3238,1.088,,83.0,312,73.4
2018-05-14,1.1,1.1029,1.1,,107.0,314,65.92
2018-05-15,1.116,1.4545,1.116,,79.0,314,74.84
2018-05-16,1.102,-1.2545,1.102,,98.0,314,68.79
2018-05-17,1.098,-0.363,1.098,,100.0,314,68.15
2018-05-18,1.101,0.2732,1.101,,161.0,314,48.73
2018-05-21,1.111,0.9083,1.111,,187.0,314,40.45
2018-05-22,1.116,0.45,1.116,,193.0,314,38.54
2018-05-23,1.094,-1.9713,1.094,,176.0,314,43.95
2018-05-24,1.099,0.457,1.099,,176.0,314,43.95
2018-05-25,1.063,-3.2757,1.063,,241.0,314,23.25
2018-05-28,1.062,-0.0941,1.062,,251.0,316,20.57
2018-05-29,1.061,-0.0942,1.061,,251.0,316,20.57
2018-05-30,1.018,-4.0528,1.018,,260.0,316,17.72
2018-05-31,1.025,0.6876,1.025,,298.0,318,6.29
2018-06-01,1.016,-0.878,1.016,,300.0,318,5.66
2018-06-04,0.969,-4.626,0.969,,306.0,318,3.77
2018-06-05,1.008,4.0248,1.008,,300.0,318,5.66
2018-06-06,1.035,2.6786,1.035,,305.0,320,4.69
2018-06-07,1.041,0.5797,1.041,,301.0,320,5.94
2018-06-08,1.039,-0.1921,1.039,,305.0,320,4.69
2018-06-11,1.043,0.385,1.043,,312.0,320,2.5
2018-06-12,1.033,-0.9588,1.033,,301.0,320,5.94
2018-06-13,1.015,-1.7425,1.015,,313.0,320,2.19
2018-06-14,1.015,0.0,1.015,,309.0,320,3.44
2018-06-15,0.984,-3.0542,0.984,,300.0,320,6.25
2018-06-19,0.916,-6.9106,0.916,,313.0,320,2.19
2018-06-20,0.944,3.0568,0.944,,300.0,321,6.54
2018-06-21,0.909,-3.7076,0.909,,297.0,322,7.76
2018-06-22,0.954,4.9505,0.954,,305.0,322,5.28
2018-06-25,0.967,1.3627,0.967,,240.0,322,25.47
2018-06-26,0.984,1.758,0.984,,294.0,322,8.7
2018-06-27,0.97,-1.4228,0.97,,308.0,322,4.35
2018-06-28,0.948,-2.268,0.948,,317.0,322,1.55
2018-06-29,0.988,4.2194,0.988,,319.0,322,0.93
2018-06-30,0.988,0.0,0.988,,319.0,322,0.93
2018-07-02,0.97,-1.8219,0.97,,296.0,322,8.07
2018-07-03,0.969,-0.1031,0.969,,287.0,323,11.15
2018-07-04,0.934,-3.612,0.934,,271.0,323,16.1
2018-07-05,0.919,-1.606,0.919,,250.0,323,22.6
2018-07-06,0.922,0.3264,0.922,,234.0,323,27.55
2018-07-09,0.941,2.0607,0.941,,155.0,323,52.01
2018-07-10,0.962,2.2317,0.962,,186.0,319,41.69
2018-07-11,0.974,1.2474,0.974,,103.0,319,67.71
2018-07-12,0.991,1.7454,0.991,,257.0,318,19.18
2018-07-13,0.997,0.6054,0.997,,285.0,325,12.31
2018-07-16,0.982,-1.5045,0.982,,305.0,319,4.39
2018-07-17,1.003,2.1385,1.003,,301.0,323,6.81
2018-07-18,0.983,-1.994,0.983,,295.0,325,9.23
2018-07-19,0.977,-0.6104,0.977,,289.0,325,11.08
2018-07-20,0.996,1.9447,0.996,,302.0,325,7.08
2018-07-23,1.015,1.9076,1.015,,315.0,325,3.08
2018-07-24,1.019,0.3941,1.019,,310.0,325,4.62
2018-07-25,0.997,-2.159,0.997,,300.0,325,7.69
2018-07-26,0.981,-1.6048,0.981,,291.0,325,10.46
2018-07-27,0.97,-1.1213,0.97,,288.0,318,9.43
2018-07-30,0.959,-1.134,0.959,,287.0,325,11.69
2018-07-31,0.939,-2.0855,0.939,,290.0,325,10.77
2018-08-01,0.915,-2.5559,0.915,,298.0,325,8.31
2018-08-02,0.898,-1.8579,0.898,,315.0,325,3.08
2018-08-03,0.883,-1.6704,0.883,,310.0,325,4.62
2018-08-06,0.857,-2.9445,0.857,,279.0,325,14.15
2018-08-07,0.877,2.3337,0.877,,280.0,325,13.85
2018-08-08,0.859,-2.0525,0.859,,267.0,325,17.85
2018-08-09,0.888,3.376,0.888,,258.0,327,21.1
2018-08-10,0.895,0.7883,0.895,,232.0,327,29.05
2018-08-13,0.899,0.4469,0.899,,215.0,327,34.25
2018-08-14,0.889,-1.1123,0.889,,221.0,327,32.42
2018-08-15,0.864,-2.8121,0.864,,211.0,327,35.47
2018-08-16,0.856,-0.9259,0.856,,198.0,327,39.45
2018-08-17,0.843,-1.5187,0.843,,177.0,328,46.04
2018-08-20,0.855,1.4235,0.855,,163.0,328,50.3
2018-08-21,0.861,0.7018,0.861,,163.0,328,50.3
2018-08-22,0.835,-3.0197,0.835,,124.0,328,62.2
2018-08-23,0.855,2.3952,0.855,,112.0,328,65.85
2018-08-24,0.841,-1.6374,0.841,,107.0,328,67.38
2018-08-27,0.857,1.9025,0.857,,82.0,330,75.15
2018-08-28,0.867,1.1669,0.867,,68.0,330,79.39
2018-08-29,0.855,-1.3841,0.855,,63.0,330,80.91
2018-08-30,0.846,-1.0526,0.846,,107.0,330,67.58
2018-08-31,0.829,-2.0095,0.829,,65.0,330,80.3
2018-09-03,0.828,-0.1206,0.828,,33.0,330,90.0
2018-09-04,0.835,0.8454,0.835,,84.0,330,74.55
2018-09-05,0.812,-2.7545,0.812,,38.0,330,88.48
2018-09-06,0.806,-0.7389,0.806,,33.0,330,90.0
2018-09-07,0.809,0.3722,0.809,,26.0,330,92.12
2018-09-10,0.781,-3.4611,0.781,,20.0,330,93.94
2018-09-11,0.786,0.6402,0.786,,11.0,330,96.67
2018-09-12,0.804,2.2901,0.804,,11.0,330,96.67
2018-09-13,0.815,1.3682,0.815,,11.0,330,96.67
2018-09-14,0.822,0.8589,0.822,,7.0,330,97.88
2018-09-17,0.805,-2.0681,0.805,,9.0,332,97.29
2018-09-18,0.826,2.6087,0.826,,9.0,332,97.29
2018-09-19,0.842,1.937,0.842,,2.0,332,99.4
2018-09-20,0.846,0.4751,0.846,,2.0,332,99.4
2018-09-21,0.866,2.3641,0.866,,8.0,332,97.59
2018-09-25,0.858,-0.9238,0.858,,11.0,332,96.69
2018-09-26,0.866,0.9324,0.866,,12.0,333,96.4
2018-09-27,0.846,-2.3095,0.846,,11.0,333,96.7
2018-09-28,0.852,0.7092,0.852,,14.0,332,95.78
2018-10-08,0.805,-5.5164,0.805,,18.0,332,94.58
2018-10-09,0.794,-1.3665,0.794,,24.0,333,92.79
2018-10-10,0.792,-0.2519,0.792,,29.0,333,91.29
2018-10-11,0.741,-6.4394,0.741,,35.0,332,89.46
2018-10-12,0.746,0.6748,0.746,,35.0,328,89.33
2018-10-15,0.751,0.6702,0.751,,42.0,330,87.27
2018-10-16,0.735,-2.1305,0.735,,24.0,332,92.77
2018-10-17,0.745,1.3605,0.745,,26.0,332,92.17
2018-10-18,0.736,-1.2081,0.736,,28.0,335,91.64
2018-10-19,0.759,3.125,0.759,,22.0,335,93.43
2018-10-22,0.795,4.7431,0.795,,16.0,335,95.22
